transaction_i_d,customer_i_d,product_segment,region_assignment,sales_channel,units_demanded,unit_price_u_s_d,discount_decimal,tax_rate,shipping_fee,order_open_date,order_close_date,customer_age,lead_source,priority_status,warehouse_code,return_requested,manager_review
TXN-11118,CUST-1354,Wireless Headphones,South,Online,8.0,355.44,0.23,0.08,14.13,2025-05-16,2025-05-19,21,Referral,Low,WH-3,True,Pending
TXN-11119,CUST-1291,Smartphone X,West,Online,3.0,198.94,0.12,0.08,7.34,2025-03-22,2025-04-01,28,Web Search,Medium,WH-3,False,Rejected
TXN-11120,CUST-1030,Smart Watch V2,South,Online,5.0,1072.06,0.2,0.08,17.0,2025-12-27,2025-12-29,62,Web Search,Medium,WH-4,True,Pending
TXN-11121,CUST-1143,Smart Watch V2,West,Wholesale,4.0,1149.0,0.08,0.08,23.97,2025-04-21,2025-05-02,23,Web Search,High,WH-2,False,Pending
TXN-11122,CUST-1069,Wireless Headphones,East,Retail,7.0,1041.45,0.05,0.08,11.72,2025-03-17,2025-03-25,39,Web Search,Medium,WH-2,True,Approved
TXN-11123,CUST-1056,Premium Laptop,South,Online,10.0,980.94,0.05,0.08,19.19,2025-07-02,2025-07-04,64,Email Campaign,Low,WH-5,True,Approved
TXN-11124,CUST-1436,Tablet Ultra,West,Retail,8.0,803.53,0.02,0.08,21.0,2025-12-13,2025-12-19,74,Email Campaign,Medium,WH-1,True,Rejected
TXN-11125,CUST-1238,Premium Laptop,North,Online,2.0,683.49,0.06,0.08,7.3,2025-01-16,2025-01-31,69,Referral,Medium,WH-4,True,Rejected
TXN-11126,CUST-1234,Wireless Headphones,East,Retail,7.0,150.03,0.2,0.08,28.33,2025-10-12,2025-10-20,61,Email Campaign,High,WH-2,True,Pending
TXN-11127,CUST-1214,Smart Watch V2,South,Retail,8.0,519.72,0.26,0.08,40.37,2025-02-18,2025-02-23,46,Web Search,Low,WH-5,True,Rejected
TXN-11128,CUST-1087,Smart Watch V2,West,Retail,7.0,478.59,0.24,0.08,11.07,2025-03-04,2025-03-12,57,Web Search,Medium,WH-5,False,Rejected
TXN-11129,CUST-1389,Wireless Headphones,South,Wholesale,7.0,348.72,0.21,0.08,28.91,2025-03-08,2025-03-21,46,Social Media,Medium,WH-3,True,Rejected
TXN-11130,CUST-1175,Premium Laptop,West,Retail,5.0,881.93,0.03,0.08,31.59,2025-07-10,2025-07-13,71,Referral,Medium,WH-1,False,Pending
TXN-11131,CUST-1112,Smart Watch V2,East,Online,8.0,620.26,0.09,0.08,21.77,2025-10-26,2025-10-29,66,Web Search,Medium,WH-2,True,Rejected
TXN-11132,CUST-1453,Tablet Ultra,East,Retail,9.0,143.2,0.09,0.08,33.04,2025-01-12,2025-01-19,30,Web Search,Medium,WH-4,True,Pending
TXN-11133,CUST-1151,Wireless Headphones,South,Retail,1.0,303.21,0.07,0.08,21.43,2025-11-27,2025-12-02,47,Web Search,High,WH-5,True,Pending
TXN-11134,CUST-1309,Smartphone X,West,Retail,10.0,835.75,0.15,0.08,25.19,2025-02-17,2025-02-28,21,Web Search,Medium,WH-3,True,Pending
TXN-11135,CUST-1080,Premium Laptop,East,Retail,8.0,137.55,0.16,0.08,5.29,2025-03-04,2025-03-19,63,Web Search,Medium,WH-5,True,Rejected
TXN-11136,CUST-1404,Tablet Ultra,East,Retail,6.0,1028.89,0.11,0.08,32.67,2025-01-26,2025-02-14,61,Web Search,Urgent,WH-1,True,Rejected
TXN-11137,CUST-1406,Smart Watch V2,North,Online,2.0,619.42,0.11,0.08,31.45,2025-08-10,2025-08-23,19,Referral,High,WH-1,True,Rejected
TXN-11138,CUST-1326,Smartphone X,North,Wholesale,7.0,602.67,0.25,0.08,6.54,2025-09-12,2025-09-26,60,Email Campaign,High,WH-2,True,Approved
TXN-11139,CUST-1487,Tablet Ultra,East,Online,7.0,731.27,0.24,0.08,19.73,2025-03-30,2025-04-05,22,Web Search,High,WH-4,True,Approved
TXN-11140,CUST-1313,Tablet Ultra,North,Online,6.0,998.38,0.09,0.08,44.16,2025-05-21,2025-05-26,43,Web Search,High,WH-4,False,Approved
TXN-11141,CUST-1463,Smartphone X,South,Wholesale,5.0,449.98,0.27,0.08,21.83,2025-01-18,2025-02-07,61,Social Media,Low,WH-3,True,Pending
TXN-11142,CUST-1087,Wireless Headphones,South,Retail,5.0,829.72,0.29,0.08,25.08,2025-05-06,2025-05-22,37,Web Search,Low,WH-5,True,Rejected
TXN-11143,CUST-1295,Wireless Headphones,South,Wholesale,7.0,700.59,0.1,0.08,41.4,2025-07-30,2025-08-15,18,Referral,High,WH-4,False,Approved
TXN-11144,CUST-1496,Smartphone X,West,Online,8.0,357.08,0.11,0.08,33.69,2025-02-01,2025-02-14,75,Email Campaign,Urgent,WH-1,True,Pending
TXN-11145,CUST-1283,Smartphone X,North,Online,10.0,1060.42,0.15,0.08,28.28,2025-03-12,2025-03-29,18,Web Search,Urgent,WH-5,False,Rejected
TXN-11146,CUST-1437,Premium Laptop,East,Retail,2.0,967.04,0.28,0.08,36.91,2025-05-08,2025-05-26,26,Web Search,Medium,WH-4,False,Approved
TXN-11147,CUST-1117,Smart Watch V2,North,Online,1.0,807.22,0.26,0.08,39.57,2025-01-10,2025-01-22,74,Referral,Medium,WH-4,True,Approved
TXN-11148,CUST-1044,Smart Watch V2,South,Online,6.0,1028.17,0.03,0.08,23.28,2025-09-03,2025-09-19,20,Web Search,High,WH-1,False,Rejected
TXN-11149,CUST-1210,Premium Laptop,West,Online,1.0,1047.39,0.12,0.08,24.0,2025-06-26,2025-07-13,62,Web Search,Low,WH-4,False,Approved
TXN-11150,CUST-1438,Wireless Headphones,North,Retail,8.0,864.62,0.17,0.08,20.44,2025-06-14,2025-06-20,36,Social Media,Medium,WH-5,True,Approved
TXN-11151,CUST-1267,Wireless Headphones,North,Retail,2.0,1012.57,0.15,0.08,43.67,2025-01-14,2025-01-22,52,Referral,High,WH-2,True,Approved
TXN-11152,CUST-1250,Tablet Ultra,East,Retail,6.0,852.09,0.06,0.08,32.89,2025-01-16,2025-01-25,57,Web Search,Low,WH-2,False,Rejected
TXN-11153,CUST-1441,Smartphone X,West,Wholesale,6.0,832.16,0.26,0.08,8.33,2025-01-30,2025-02-15,32,Social Media,Medium,WH-3,True,Approved
TXN-11154,CUST-1110,Smart Watch V2,South,Wholesale,5.0,761.4,0.2,0.08,39.52,2025-09-29,2025-10-18,39,Social Media,High,WH-2,False,Rejected
TXN-11155,CUST-1302,Tablet Ultra,South,Online,3.0,915.62,0.25,0.08,24.22,2025-04-30,2025-05-04,57,Email Campaign,Medium,WH-5,True,Pending
TXN-11156,CUST-1242,Wireless Headphones,West,Retail,10.0,232.4,0.26,0.08,7.75,2025-05-07,2025-05-16,52,Social Media,Low,WH-1,True,Approved
TXN-11157,CUST-1428,Premium Laptop,North,Retail,10.0,1063.0,0.22,0.08,26.99,2025-10-01,2025-10-03,66,Email Campaign,High,WH-1,False,Pending
TXN-11158,CUST-1236,Wireless Headphones,South,Retail,4.0,1052.62,0.13,0.08,21.69,2025-04-23,2025-05-06,41,Web Search,High,WH-1,True,Pending
TXN-11159,CUST-1142,Tablet Ultra,East,Online,7.0,83.63,0.18,0.08,40.11,2025-07-01,2025-07-07,39,Email Campaign,Medium,WH-4,True,Rejected
TXN-11160,CUST-1007,Smartphone X,West,Online,4.0,999.69,0.05,0.08,13.16,2025-04-01,2025-04-12,41,Web Search,Medium,WH-1,True,Pending
TXN-11161,CUST-1373,Smart Watch V2,South,Online,3.0,198.2,0.2,0.08,38.06,2025-12-24,2026-01-12,20,Referral,Medium,WH-2,True,Rejected
TXN-11162,CUST-1219,Smartphone X,East,Retail,9.0,435.39,0.05,0.08,27.31,2025-01-15,2025-01-27,49,Email Campaign,Urgent,WH-3,False,Pending
TXN-11163,CUST-1376,Smart Watch V2,North,Retail,2.0,905.03,0.21,0.08,7.18,2025-10-18,2025-11-06,54,Referral,Low,WH-5,False,Approved
TXN-11164,CUST-1446,Smartphone X,North,Online,5.0,234.87,0.07,0.08,43.87,2025-04-07,2025-04-23,28,Web Search,Medium,WH-1,True,Rejected
TXN-11165,CUST-1126,Smartphone X,West,Retail,5.0,990.66,0.04,0.08,25.5,2025-10-05,2025-10-21,45,Web Search,Medium,WH-1,True,Rejected
TXN-11166,CUST-1126,Premium Laptop,West,Wholesale,7.0,1006.95,0.05,0.08,16.64,2025-01-20,2025-01-28,70,Social Media,Urgent,WH-4,True,Approved
TXN-11167,CUST-1167,Premium Laptop,South,Online,3.0,633.59,0.0,0.08,23.78,2025-11-05,2025-11-22,22,Web Search,Medium,WH-2,True,Approved
TXN-11168,CUST-1222,Smart Watch V2,South,Online,5.0,57.34,0.22,0.08,39.31,2025-08-23,2025-09-02,63,Social Media,High,WH-5,True,Rejected
TXN-11169,CUST-1296,Wireless Headphones,North,Retail,2.0,380.09,0.22,0.08,17.2,2025-04-14,2025-04-25,34,Web Search,Medium,WH-5,True,Approved
TXN-11170,CUST-1113,Smartphone X,West,Wholesale,2.0,759.47,0.15,0.08,12.71,2025-04-01,2025-04-12,62,Web Search,Medium,WH-3,False,Approved
TXN-11171,CUST-1456,Smartphone X,West,Online,10.0,1178.36,0.05,0.08,10.16,2025-01-31,2025-02-19,48,Referral,Medium,WH-5,False,Pending
TXN-11172,CUST-1474,Premium Laptop,East,Online,3.0,776.59,0.03,0.08,16.91,2025-12-27,2025-12-31,62,Email Campaign,Urgent,WH-1,False,Approved
TXN-11173,CUST-1302,Smart Watch V2,East,Retail,8.0,348.77,0.01,0.08,36.2,2025-09-27,2025-09-30,63,Email Campaign,Low,WH-1,False,Rejected
TXN-11174,CUST-1484,Premium Laptop,West,Online,3.0,779.11,0.05,0.08,23.87,2025-07-11,2025-07-24,31,Referral,Urgent,WH-2,True,Rejected
TXN-11175,CUST-1076,Wireless Headphones,North,Online,4.0,670.98,0.27,0.08,14.1,2025-10-28,2025-11-07,54,Social Media,Low,WH-2,False,Pending
TXN-11176,CUST-1467,Smart Watch V2,East,Online,2.0,946.82,0.07,0.08,11.65,2025-06-15,2025-06-21,37,Social Media,Medium,WH-2,True,Rejected
TXN-11177,CUST-1293,Smartphone X,West,Retail,2.0,173.03,0.11,0.08,18.31,2025-08-12,2025-08-28,41,Web Search,Medium,WH-3,False,Rejected
TXN-11178,CUST-1459,Smartphone X,North,Online,3.0,925.18,0.03,0.08,42.6,2025-11-29,2025-12-17,19,Social Media,Low,WH-3,True,Pending
TXN-11179,CUST-1002,Premium Laptop,East,Online,8.0,672.46,0.07,0.08,18.72,2025-12-22,2026-01-11,28,Web Search,High,WH-2,True,Rejected
TXN-11180,CUST-1213,Premium Laptop,South,Online,6.0,1157.44,0.16,0.08,44.52,2025-07-02,2025-07-21,66,Social Media,Low,WH-4,True,Approved
TXN-11181,CUST-1022,Wireless Headphones,North,Online,3.0,443.15,0.18,0.08,24.41,2025-03-31,2025-04-10,28,Social Media,Medium,WH-4,True,Rejected
TXN-11182,CUST-1020,Smart Watch V2,East,Online,3.0,777.52,0.07,0.08,12.17,2025-03-07,2025-03-08,18,Referral,Medium,WH-4,True,Approved
TXN-11183,CUST-1240,Smart Watch V2,West,Retail,1.0,1121.83,0.02,0.08,40.65,2025-12-26,2026-01-08,58,Social Media,High,WH-2,True,Rejected
TXN-11184,CUST-1375,Smartphone X,West,Online,3.0,167.89,0.12,0.08,23.41,2025-10-18,2025-11-07,18,Web Search,Medium,WH-3,False,Rejected
TXN-11185,CUST-1393,Smart Watch V2,East,Online,9.0,1127.81,0.07,0.08,33.39,2025-06-12,2025-07-02,31,Email Campaign,Medium,WH-5,True,Pending
TXN-11186,CUST-1258,Tablet Ultra,West,Retail,9.0,841.07,0.07,0.08,44.35,2025-04-24,2025-04-28,38,Email Campaign,Medium,WH-1,True,Pending
TXN-11187,CUST-1017,Premium Laptop,East,Wholesale,1.0,128.01,0.29,0.08,7.01,2025-09-12,2025-09-15,75,Web Search,Low,WH-3,False,Approved
TXN-11188,CUST-1217,Smart Watch V2,North,Retail,3.0,396.11,0.18,0.08,8.87,2025-05-02,2025-05-13,36,Social Media,Medium,WH-1,True,Rejected
TXN-11189,CUST-1271,Smart Watch V2,South,Online,5.0,864.4,0.17,0.08,33.82,2025-03-27,2025-03-30,52,Social Media,High,WH-5,False,Rejected
TXN-11190,CUST-1201,Smart Watch V2,South,Wholesale,4.0,127.45,0.12,0.08,16.27,2025-12-29,2026-01-09,55,Web Search,Medium,WH-5,False,Approved
TXN-11191,CUST-1245,Smart Watch V2,East,Wholesale,6.0,719.5,0.13,0.08,12.37,2025-08-17,2025-08-24,29,Web Search,Urgent,WH-3,False,Pending
TXN-11192,CUST-1414,Smartphone X,East,Online,5.0,447.77,0.16,0.08,6.57,2025-05-08,2025-05-20,54,Web Search,Urgent,WH-1,False,Pending
TXN-11193,CUST-1408,Wireless Headphones,West,Online,8.0,764.05,0.21,0.08,5.87,2025-05-12,2025-05-13,27,Web Search,Urgent,WH-1,True,Rejected
TXN-11194,CUST-1356,Premium Laptop,South,Online,2.0,102.6,0.21,0.08,35.98,2025-01-25,2025-02-08,32,Web Search,Medium,WH-1,True,Rejected
TXN-11195,CUST-1420,Smart Watch V2,South,Retail,3.0,1052.27,0.05,0.08,10.38,2025-03-27,2025-04-12,72,Web Search,High,WH-4,True,Approved
TXN-11196,CUST-1050,Wireless Headphones,South,Online,1.0,1169.51,0.15,0.08,23.71,2025-07-13,2025-07-26,18,Referral,Medium,WH-4,False,Pending
TXN-11197,CUST-1231,Tablet Ultra,West,Retail,7.0,1164.21,0.12,0.08,29.24,2025-02-21,2025-03-12,20,Social Media,Low,WH-5,True,Approved
TXN-11198,CUST-1253,Smartphone X,East,Online,5.0,912.1,0.26,0.08,22.13,2025-11-30,2025-12-08,59,Email Campaign,Medium,WH-2,True,Pending
TXN-11199,CUST-1123,Smartphone X,North,Wholesale,8.0,199.6,0.19,0.08,6.08,2025-03-25,2025-03-27,44,Referral,Medium,WH-1,False,Pending
TXN-11200,CUST-1042,Premium Laptop,North,Online,7.0,922.0,0.16,0.08,36.34,2025-05-31,2025-06-09,20,Referral,Urgent,WH-1,True,Approved
TXN-11201,CUST-1285,Smartphone X,East,Online,7.0,78.27,0.03,0.08,5.42,2025-02-23,2025-03-01,18,Social Media,Medium,WH-3,False,Rejected
TXN-11202,CUST-1385,Tablet Ultra,North,Online,8.0,75.44,0.18,0.08,35.48,2025-07-12,2025-07-15,52,Web Search,Medium,WH-5,True,Approved
TXN-11203,CUST-1006,Smartphone X,South,Retail,9.0,422.15,0.04,0.08,40.73,2025-10-08,2025-10-11,44,Web Search,Medium,WH-1,True,Rejected
TXN-11204,CUST-1354,Wireless Headphones,East,Online,10.0,611.94,0.1,0.08,22.31,2025-06-23,2025-07-13,33,Web Search,High,WH-1,True,Pending
TXN-11205,CUST-1374,Wireless Headphones,North,Retail,7.0,935.97,0.04,0.08,26.42,2025-09-05,2025-09-19,28,Web Search,Low,WH-4,False,Approved
TXN-11206,CUST-1208,Smart Watch V2,South,Retail,9.0,835.79,0.21,0.08,24.08,2025-12-01,2025-12-15,43,Web Search,Urgent,WH-1,False,Rejected
TXN-11207,CUST-1486,Smart Watch V2,East,Retail,3.0,562.79,0.06,0.08,20.57,2025-03-22,2025-04-02,68,Web Search,Medium,WH-3,True,Pending
TXN-11208,CUST-1111,Smart Watch V2,South,Retail,8.0,364.67,0.12,0.08,40.5,2025-04-16,2025-04-30,18,Web Search,Medium,WH-5,True,Pending
TXN-11209,CUST-1067,Smartphone X,East,Wholesale,1.0,1196.69,0.27,0.08,40.76,2025-12-23,2026-01-10,61,Web Search,High,WH-5,False,Approved
TXN-11210,CUST-1183,Tablet Ultra,East,Wholesale,10.0,540.11,0.06,0.08,18.43,2025-05-16,2025-05-26,47,Web Search,High,WH-1,False,Rejected
TXN-11211,CUST-1151,Smartphone X,South,Wholesale,5.0,569.1,0.15,0.08,29.6,2025-05-02,2025-05-15,74,Web Search,Urgent,WH-1,False,Approved
TXN-11212,CUST-1122,Premium Laptop,West,Retail,7.0,238.17,0.13,0.08,42.08,2025-10-20,2025-11-05,53,Web Search,Low,WH-1,True,Rejected
TXN-11213,CUST-1331,Premium Laptop,South,Online,5.0,964.03,0.01,0.08,43.48,2025-03-20,2025-03-21,52,Email Campaign,Medium,WH-3,True,Pending
TXN-11214,CUST-1046,Smartphone X,West,Retail,6.0,847.73,0.24,0.08,25.36,2025-08-07,2025-08-27,72,Web Search,High,WH-2,True,Rejected
TXN-11215,CUST-1008,Wireless Headphones,South,Retail,1.0,303.89,0.02,0.08,23.11,2025-09-03,2025-09-04,29,Referral,Urgent,WH-1,True,Approved
TXN-11216,CUST-1245,Smart Watch V2,South,Online,3.0,144.74,0.14,0.08,16.15,2025-04-16,2025-04-26,55,Web Search,Medium,WH-2,False,Approved
TXN-11217,CUST-1342,Wireless Headphones,East,Online,10.0,832.57,0.17,0.08,43.35,2025-02-11,2025-02-15,67,Web Search,Urgent,WH-5,False,Rejected
TXN-11218,CUST-1156,Wireless Headphones,South,Online,3.0,802.69,0.19,0.08,10.71,2025-06-07,2025-06-23,28,Web Search,Urgent,WH-5,False,Rejected
TXN-11219,CUST-1082,Smartphone X,South,Retail,5.0,364.25,0.21,0.08,28.19,2025-09-08,2025-09-17,32,Web Search,High,WH-4,False,Pending
TXN-11220,CUST-1360,Smartphone X,North,Retail,3.0,1143.49,0.08,0.08,16.3,2025-02-16,2025-03-01,33,Referral,Medium,WH-4,True,Pending
TXN-11221,CUST-1235,Smart Watch V2,South,Online,5.0,223.72,0.0,0.08,16.16,2025-04-05,2025-04-18,69,Web Search,Urgent,WH-1,True,Approved
TXN-11222,CUST-1439,Wireless Headphones,North,Retail,5.0,547.19,0.22,0.08,21.2,2025-07-09,2025-07-11,69,Social Media,Medium,WH-4,True,Rejected
TXN-11223,CUST-1292,Wireless Headphones,South,Online,8.0,1135.16,0.16,0.08,44.95,2025-05-15,2025-05-24,28,Social Media,Low,WH-5,True,Pending
TXN-11224,CUST-1382,Wireless Headphones,West,Retail,6.0,532.69,0.25,0.08,7.2,2025-04-26,2025-05-15,40,Social Media,Urgent,WH-1,False,Rejected
TXN-11225,CUST-1298,Wireless Headphones,West,Wholesale,8.0,784.3,0.25,0.08,28.14,2025-02-01,2025-02-05,22,Referral,Medium,WH-1,False,Rejected
TXN-11226,CUST-1012,Premium Laptop,South,Online,1.0,507.23,0.25,0.08,8.3,2025-02-13,2025-03-03,47,Social Media,Low,WH-5,True,Pending
TXN-11227,CUST-1499,Smartphone X,West,Online,3.0,365.35,0.15,0.08,11.18,2025-07-31,2025-08-19,62,Referral,High,WH-5,True,Rejected
TXN-11228,CUST-1232,Premium Laptop,South,Wholesale,2.0,1181.57,0.1,0.08,22.58,2025-04-27,2025-05-10,18,Web Search,Low,WH-1,False,Rejected
TXN-11229,CUST-1237,Tablet Ultra,East,Online,1.0,520.73,0.24,0.08,25.42,2025-09-25,2025-10-13,25,Web Search,Medium,WH-2,True,Rejected
TXN-11230,CUST-1395,Premium Laptop,North,Online,7.0,1078.21,0.14,0.08,15.35,2025-12-18,2026-01-03,40,Web Search,Low,WH-3,True,Pending
TXN-11231,CUST-1070,Smart Watch V2,West,Retail,7.0,314.45,0.06,0.08,17.66,2025-10-21,2025-11-06,32,Referral,Urgent,WH-2,False,Pending
TXN-11232,CUST-1447,Wireless Headphones,West,Online,5.0,295.07,0.26,0.08,8.48,2025-06-03,2025-06-05,53,Web Search,Low,WH-1,True,Pending
TXN-11233,CUST-1360,Tablet Ultra,South,Retail,9.0,85.8,0.26,0.08,17.13,2025-09-15,2025-10-02,28,Web Search,High,WH-2,True,Rejected
TXN-11234,CUST-1207,Tablet Ultra,North,Wholesale,1.0,799.42,0.14,0.08,43.66,2025-10-20,2025-11-09,28,Referral,Medium,WH-3,True,Rejected
TXN-11235,CUST-1094,Tablet Ultra,South,Wholesale,8.0,473.81,0.02,0.08,42.79,2025-03-17,2025-04-01,68,Web Search,Low,WH-5,True,Approved
TXN-11236,CUST-1404,Smartphone X,East,Online,6.0,1044.01,0.12,0.08,18.4,2025-03-30,2025-04-05,60,Web Search,Medium,WH-3,False,Rejected
TXN-11237,CUST-1446,Wireless Headphones,East,Online,9.0,594.19,0.24,0.08,27.83,2025-04-19,2025-04-24,40,Email Campaign,High,WH-3,False,Approved
TXN-11238,CUST-1189,Tablet Ultra,South,Online,2.0,1163.42,0.27,0.08,41.38,2025-01-22,2025-02-05,51,Email Campaign,Medium,WH-5,True,Pending
TXN-11239,CUST-1320,Smart Watch V2,South,Online,9.0,263.35,0.06,0.08,5.25,2025-04-14,2025-04-19,51,Web Search,Urgent,WH-3,True,Rejected
TXN-11240,CUST-1237,Smart Watch V2,West,Wholesale,1.0,1048.92,0.02,0.08,37.43,2025-11-01,2025-11-04,49,Web Search,Medium,WH-2,True,Rejected
TXN-11241,CUST-1360,Wireless Headphones,West,Online,9.0,943.09,0.26,0.08,42.93,2025-02-14,2025-02-27,61,Web Search,Low,WH-1,True,Rejected
TXN-11242,CUST-1324,Wireless Headphones,North,Retail,8.0,936.56,0.12,0.08,8.65,2025-10-10,2025-10-19,24,Referral,Urgent,WH-2,True,Rejected
TXN-11243,CUST-1000,Wireless Headphones,West,Retail,10.0,1021.5,0.16,0.08,11.46,2025-09-24,2025-09-25,67,Referral,High,WH-3,False,Approved
TXN-11244,CUST-1440,Smart Watch V2,West,Online,10.0,925.18,0.29,0.08,43.43,2025-12-25,2026-01-11,45,Email Campaign,High,WH-2,True,Approved
TXN-11245,CUST-1321,Wireless Headphones,North,Online,6.0,770.15,0.02,0.08,26.5,2025-08-03,2025-08-08,41,Referral,High,WH-1,True,Rejected
TXN-11246,CUST-1036,Smartphone X,North,Retail,9.0,200.93,0.19,0.08,5.57,2025-03-17,2025-04-05,53,Social Media,Urgent,WH-4,True,Approved
TXN-11247,CUST-1197,Smartphone X,East,Online,8.0,87.41,0.02,0.08,15.31,2025-02-21,2025-03-12,55,Web Search,Urgent,WH-1,True,Rejected
TXN-11248,CUST-1457,Smart Watch V2,South,Online,7.0,1108.98,0.11,0.08,23.0,2025-02-21,2025-03-11,54,Web Search,Urgent,WH-4,False,Rejected
TXN-11249,CUST-1353,Premium Laptop,South,Online,1.0,759.15,0.24,0.08,32.72,2025-06-26,2025-07-05,62,Web Search,Medium,WH-5,True,Approved
TXN-11250,CUST-1170,Smart Watch V2,West,Wholesale,9.0,966.02,0.13,0.08,34.33,2025-07-16,2025-08-04,28,Web Search,Medium,WH-1,True,Approved
TXN-11251,CUST-1271,Tablet Ultra,East,Online,10.0,603.75,0.3,0.08,44.82,2025-11-08,2025-11-14,24,Web Search,High,WH-4,True,Rejected
TXN-11252,CUST-1016,Premium Laptop,South,Online,3.0,184.9,0.17,0.08,16.5,2025-05-22,2025-06-11,51,Web Search,Urgent,WH-5,True,Approved
TXN-11253,CUST-1151,Tablet Ultra,East,Online,7.0,193.96,0.1,0.08,26.53,2025-11-08,2025-11-21,21,Email Campaign,Low,WH-1,True,Approved
TXN-11254,CUST-1218,Tablet Ultra,West,Online,8.0,838.4,0.07,0.08,26.33,2025-01-20,2025-01-31,67,Social Media,High,WH-2,False,Approved
TXN-11255,CUST-1385,Smart Watch V2,North,Online,5.0,544.85,0.11,0.08,21.23,2025-12-20,2026-01-05,33,Social Media,Medium,WH-5,True,Pending
TXN-11256,CUST-1138,Tablet Ultra,North,Online,4.0,280.6,0.11,0.08,11.77,2025-05-18,2025-05-19,66,Referral,Urgent,WH-4,False,Approved
TXN-11257,CUST-1357,Tablet Ultra,North,Retail,7.0,615.33,0.02,0.08,44.1,2025-06-22,2025-07-02,56,Web Search,High,WH-1,True,Approved
TXN-11258,CUST-1484,Smart Watch V2,North,Wholesale,4.0,123.84,0.11,0.08,39.13,2025-06-09,2025-06-25,22,Web Search,Medium,WH-1,False,Pending
TXN-11259,CUST-1313,Wireless Headphones,West,Retail,5.0,719.27,0.14,0.08,24.93,2025-12-23,2025-12-31,42,Social Media,Medium,WH-3,True,Rejected
TXN-11260,CUST-1277,Smart Watch V2,North,Retail,5.0,359.34,0.22,0.08,29.13,2025-03-10,2025-03-25,27,Referral,High,WH-4,False,Rejected
TXN-11261,CUST-1294,Tablet Ultra,East,Retail,10.0,967.19,0.2,0.08,14.09,2025-06-14,2025-06-28,55,Web Search,Medium,WH-1,False,Pending
TXN-11262,CUST-1406,Smart Watch V2,East,Online,3.0,406.92,0.21,0.08,26.75,2025-11-06,2025-11-13,29,Web Search,Low,WH-1,True,Pending
TXN-11263,CUST-1106,Smartphone X,North,Online,10.0,573.5,0.0,0.08,32.8,2025-08-15,2025-08-29,35,Web Search,Medium,WH-4,True,Rejected
TXN-11264,CUST-1403,Premium Laptop,North,Online,4.0,63.36,0.07,0.08,25.61,2025-09-06,2025-09-18,74,Web Search,Medium,WH-1,False,Rejected
TXN-11265,CUST-1350,Wireless Headphones,South,Online,5.0,133.31,0.2,0.08,44.61,2025-01-29,2025-02-04,21,Email Campaign,Medium,WH-2,True,Pending
TXN-11266,CUST-1041,Premium Laptop,North,Online,1.0,501.37,0.15,0.08,29.45,2025-02-03,2025-02-20,50,Web Search,High,WH-2,True,Rejected
TXN-11267,CUST-1317,Smartphone X,South,Online,8.0,601.93,0.0,0.08,19.84,2025-07-26,2025-08-12,64,Web Search,Medium,WH-1,True,Pending
TXN-11268,CUST-1450,Wireless Headphones,West,Online,4.0,740.02,0.24,0.08,35.89,2025-10-19,2025-10-26,28,Web Search,Medium,WH-5,True,Pending
TXN-11269,CUST-1171,Premium Laptop,South,Online,3.0,385.41,0.23,0.08,11.82,2025-04-13,2025-04-21,28,Email Campaign,Medium,WH-3,True,Pending
TXN-11270,CUST-1376,Smartphone X,East,Online,8.0,849.23,0.16,0.08,20.38,2025-01-17,2025-01-29,57,Email Campaign,Urgent,WH-1,True,Rejected
TXN-11271,CUST-1477,Smartphone X,North,Online,8.0,1039.14,0.02,0.08,18.88,2025-12-27,2026-01-08,26,Email Campaign,Medium,WH-2,True,Pending
TXN-11272,CUST-1028,Wireless Headphones,North,Wholesale,6.0,946.83,0.23,0.08,22.27,2025-08-26,2025-08-30,71,Web Search,Medium,WH-3,True,Rejected
TXN-11273,CUST-1263,Smart Watch V2,South,Online,6.0,95.56,0.18,0.08,36.27,2025-12-15,2025-12-27,26,Social Media,Urgent,WH-4,True,Approved
TXN-11274,CUST-1484,Tablet Ultra,South,Wholesale,5.0,602.58,0.23,0.08,24.37,2025-09-08,2025-09-14,27,Web Search,High,WH-1,False,Rejected
TXN-11275,CUST-1465,Wireless Headphones,East,Online,9.0,170.67,0.23,0.08,36.76,2025-08-31,2025-09-12,23,Email Campaign,Medium,WH-2,False,Pending
TXN-11276,CUST-1345,Premium Laptop,South,Online,6.0,328.35,0.24,0.08,28.06,2025-06-26,2025-07-05,49,Social Media,Low,WH-5,True,Pending
TXN-11277,CUST-1186,Premium Laptop,South,Online,6.0,1184.66,0.16,0.08,18.68,2025-12-19,2025-12-20,59,Web Search,Medium,WH-5,True,Pending
TXN-11278,CUST-1454,Tablet Ultra,West,Retail,10.0,213.87,0.04,0.08,37.4,2025-07-17,2025-08-05,26,Social Media,Low,WH-1,True,Rejected
TXN-11279,CUST-1026,Tablet Ultra,North,Online,5.0,623.72,0.2,0.08,14.53,2025-04-20,2025-04-28,73,Email Campaign,Low,WH-3,True,Approved
TXN-11280,CUST-1056,Wireless Headphones,East,Retail,4.0,760.88,0.19,0.08,13.98,2025-12-13,2025-12-27,25,Web Search,Low,WH-1,True,Pending
TXN-11281,CUST-1196,Smartphone X,North,Wholesale,1.0,857.83,0.22,0.08,25.18,2025-09-20,2025-09-21,41,Web Search,Urgent,WH-1,False,Pending
